filename,set,dominant_heuristic,instance_type,n_items,capacity,weight_min,weight_max,profit_min,profit_max,w_mean,w_median,w_std,p_mean,p_median,p_std,wp_corr_raw,wp_corr,capacity_ratio
DEF_EASY_25_070.kp,Set-25-128,DEF,easy,25,128,1,64,1,100,0.674,0.734,0.288,0.54,0.59,0.31,0.052,0.526,0.119
DEF_EASY_25_071.kp,Set-25-128,DEF,easy,25,128,4,62,14,100,0.663,0.726,0.286,0.63,0.62,0.293,-0.177,0.411,0.125
DEF_EASY_25_072.kp,Set-25-128,DEF,easy,25,128,1,64,2,100,0.643,0.719,0.308,0.57,0.6,0.326,0.14,0.57,0.124
DEF_EASY_25_073.kp,Set-25-128,DEF,easy,25,128,1,63,2,100,0.727,0.825,0.309,0.616,0.65,0.303,0.234,0.617,0.112
DEF_EASY_25_074.kp,Set-25-128,DEF,easy,25,128,1,63,1,100,0.632,0.762,0.299,0.561,0.59,0.353,0.141,0.571,0.129
DEF_EASY_25_075.kp,Set-25-128,DEF,easy,25,128,2,62,5,100,0.659,0.774,0.315,0.558,0.55,0.35,0.045,0.523,0.125
DEF_EASY_25_076.kp,Set-25-128,DEF,easy,25,128,1,63,3,100,0.622,0.73,0.336,0.552,0.57,0.301,0.099,0.549,0.131
DEF_EASY_25_077.kp,Set-25-128,DEF,easy,25,128,1,63,4,100,0.664,0.746,0.269,0.592,0.67,0.308,0.094,0.547,0.122
DEF_EASY_25_078.kp,Set-25-128,DEF,easy,25,128,3,63,3,100,0.597,0.683,0.289,0.516,0.58,0.347,-0.159,0.421,0.136
DEF_EASY_25_079.kp,Set-25-128,DEF,easy,25,128,1,64,1,100,0.679,0.75,0.302,0.605,0.72,0.339,0.036,0.518,0.118
DEF_EASY_25_080.kp,Set-25-128,DEF,easy,25,128,1,64,2,100,0.639,0.719,0.309,0.534,0.54,0.341,-0.047,0.476,0.125
DEF_EASY_25_081.kp,Set-25-128,DEF,easy,25,128,1,64,3,97,0.59,0.656,0.317,0.596,0.794,0.359,0.06,0.53,0.136
DEF_EASY_25_082.kp,Set-25-128,DEF,easy,25,128,1,63,3,100,0.603,0.698,0.348,0.457,0.45,0.297,0.117,0.559,0.135
DEF_EASY_25_083.kp,Set-25-128,DEF,easy,25,128,2,64,2,100,0.606,0.734,0.325,0.613,0.64,0.308,0.083,0.541,0.132
DEF_EASY_25_084.kp,Set-25-128,DEF,easy,25,128,1,63,2,100,0.554,0.603,0.294,0.6,0.64,0.3,0.174,0.587,0.147
DEF_EASY_25_085.kp,Set-25-128,DEF,easy,25,128,1,63,4,100,0.617,0.667,0.332,0.572,0.68,0.335,0.178,0.589,0.132
DEF_EASY_25_086.kp,Set-25-128,DEF,easy,25,128,1,63,3,100,0.663,0.73,0.275,0.602,0.63,0.324,0.028,0.514,0.123
DEF_EASY_25_087.kp,Set-25-128,DEF,easy,25,128,1,62,1,100,0.633,0.774,0.331,0.429,0.31,0.292,-0.183,0.409,0.13
DEF_EASY_25_088.kp,Set-25-128,DEF,easy,25,128,1,64,4,100,0.653,0.719,0.317,0.496,0.6,0.295,-0.086,0.457,0.122
DEF_EASY_25_089.kp,Set-25-128,DEF,easy,25,128,1,64,3,100,0.701,0.75,0.252,0.592,0.6,0.301,0.038,0.519,0.114
DEF_EASY_25_090.kp,Set-25-128,DEF,easy,25,128,1,64,4,100,0.659,0.766,0.326,0.564,0.64,0.364,-0.058,0.471,0.121
DEF_EASY_25_091.kp,Set-25-128,DEF,easy,25,128,1,64,3,100,0.606,0.75,0.325,0.518,0.54,0.332,0.257,0.629,0.132
DEF_EASY_25_092.kp,Set-25-128,DEF,easy,25,128,1,62,3,100,0.586,0.71,0.302,0.518,0.49,0.307,0.104,0.552,0.141
DEF_EASY_25_093.kp,Set-25-128,DEF,easy,25,128,1,64,3,100,0.591,0.672,0.322,0.52,0.42,0.341,0.093,0.547,0.135
DEF_EASY_25_094.kp,Set-25-128,DEF,easy,25,128,1,61,1,100,0.489,0.623,0.379,0.478,0.45,0.325,0.067,0.533,0.172
DEF_EASY_25_095.kp,Set-25-128,DEF,easy,25,128,2,63,6,100,0.53,0.54,0.349,0.545,0.59,0.295,0.19,0.595,0.153
DEF_EASY_25_096.kp,Set-25-128,DEF,easy,25,128,1,62,3,100,0.688,0.742,0.287,0.538,0.51,0.312,-0.096,0.452,0.12
DEF_EASY_25_097.kp,Set-25-128,DEF,easy,25,128,2,63,6,100,0.692,0.762,0.242,0.614,0.75,0.321,-0.159,0.421,0.117
DEF_EASY_25_098.kp,Set-25-128,DEF,easy,25,128,1,64,4,100,0.485,0.516,0.31,0.563,0.66,0.339,0.103,0.552,0.165
DEF_EASY_25_099.kp,Set-25-128,DEF,easy,25,128,1,59,7,100,0.597,0.712,0.315,0.533,0.47,0.319,0.242,0.621,0.145
MAXPW_EASY_25_000.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.32,0.266,0.289,0.537,0.84,0.456,0.087,0.543,0.25
MAXPW_EASY_25_001.kp,Set-25-128,MAXPW,easy,25,128,4,64,1,100,0.385,0.281,0.262,0.564,0.75,0.466,0.379,0.69,0.208
MAXPW_EASY_25_002.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.422,0.281,0.314,0.604,0.95,0.461,0.105,0.552,0.189
MAXPW_EASY_25_003.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.332,0.266,0.247,0.54,0.82,0.468,0.184,0.592,0.241
MAXPW_EASY_25_004.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.372,0.266,0.3,0.555,0.91,0.46,0.298,0.649,0.215
MAXPW_EASY_25_005.kp,Set-25-128,MAXPW,easy,25,128,2,62,1,100,0.317,0.29,0.225,0.531,0.63,0.432,0.26,0.63,0.261
MAXPW_EASY_25_006.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.355,0.266,0.281,0.606,0.82,0.439,0.308,0.654,0.225
MAXPW_EASY_25_007.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.389,0.297,0.27,0.571,0.77,0.457,0.102,0.551,0.205
MAXPW_EASY_25_008.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.274,0.234,0.229,0.579,0.92,0.467,0.299,0.649,0.292
MAXPW_EASY_25_009.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.321,0.266,0.249,0.567,0.84,0.462,0.155,0.577,0.25
MAXPW_EASY_25_010.kp,Set-25-128,MAXPW,easy,25,128,1,63,1,100,0.342,0.254,0.273,0.637,0.97,0.452,0.234,0.617,0.238
MAXPW_EASY_25_011.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.367,0.297,0.272,0.522,0.64,0.448,0.233,0.616,0.218
MAXPW_EASY_25_012.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.322,0.266,0.265,0.556,0.87,0.464,0.275,0.637,0.249
MAXPW_EASY_25_013.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.356,0.266,0.28,0.519,0.7,0.447,0.38,0.69,0.225
MAXPW_EASY_25_014.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.451,0.312,0.294,0.566,0.71,0.424,0.135,0.567,0.178
MAXPW_EASY_25_015.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.452,0.328,0.287,0.606,0.86,0.406,0.241,0.621,0.177
MAXPW_EASY_25_016.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,99,0.327,0.25,0.279,0.532,0.859,0.465,0.188,0.594,0.245
MAXPW_EASY_25_017.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.368,0.266,0.303,0.567,0.93,0.474,0.001,0.5,0.218
MAXPW_EASY_25_018.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.368,0.266,0.264,0.553,0.89,0.469,0.105,0.552,0.217
MAXPW_EASY_25_019.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.356,0.281,0.261,0.562,0.85,0.453,0.148,0.574,0.225
MAXPW_EASY_25_020.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.445,0.328,0.282,0.508,0.53,0.446,0.104,0.552,0.18
MAXPW_EASY_25_021.kp,Set-25-128,MAXPW,easy,25,128,7,64,1,100,0.404,0.281,0.26,0.59,0.92,0.454,0.272,0.636,0.198
MAXPW_EASY_25_022.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.356,0.266,0.28,0.57,0.82,0.452,0.168,0.584,0.225
MAXPW_EASY_25_023.kp,Set-25-128,MAXPW,easy,25,128,5,64,1,100,0.354,0.281,0.248,0.54,0.42,0.45,0.196,0.598,0.226
MAXPW_EASY_25_024.kp,Set-25-128,MAXPW,easy,25,128,2,62,1,100,0.326,0.29,0.193,0.538,0.7,0.46,0.102,0.551,0.253
MAXPW_EASY_25_025.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.378,0.266,0.308,0.524,0.36,0.447,0.045,0.523,0.212
MAXPW_EASY_25_026.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.416,0.297,0.29,0.537,0.81,0.447,0.141,0.57,0.192
MAXPW_EASY_25_027.kp,Set-25-128,MAXPW,easy,25,128,4,64,1,100,0.37,0.266,0.287,0.573,0.74,0.445,0.174,0.587,0.216
MAXPW_EASY_25_028.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.368,0.312,0.242,0.593,0.88,0.432,0.353,0.677,0.217
MAXPW_EASY_25_029.kp,Set-25-128,MAXPW,easy,25,128,4,63,1,100,0.347,0.27,0.262,0.566,0.67,0.435,0.332,0.666,0.234
MAXPW_EASY_25_030.kp,Set-25-128,MAXPW,easy,25,128,5,64,1,100,0.412,0.328,0.269,0.582,0.8,0.438,0.191,0.595,0.194
MAXPW_EASY_25_031.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.369,0.266,0.284,0.589,0.92,0.475,0.243,0.622,0.217
MAXPW_EASY_25_032.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.357,0.281,0.251,0.564,0.89,0.46,0.339,0.67,0.224
MAXPW_EASY_25_033.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.336,0.266,0.258,0.532,0.74,0.449,0.143,0.572,0.238
MAXPW_EASY_25_034.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.468,0.328,0.321,0.652,0.89,0.415,0.275,0.637,0.171
MAXPW_EASY_25_035.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.331,0.234,0.269,0.596,0.89,0.443,0.239,0.62,0.242
MAXPW_EASY_25_036.kp,Set-25-128,MAXPW,easy,25,128,4,64,1,100,0.361,0.266,0.259,0.593,0.86,0.455,0.251,0.625,0.221
MAXPW_EASY_25_037.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.381,0.297,0.263,0.522,0.59,0.435,0.058,0.529,0.21
MAXPW_EASY_25_038.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.358,0.266,0.277,0.557,0.89,0.472,0.236,0.618,0.223
MAXPW_EASY_25_039.kp,Set-25-128,MAXPW,easy,25,128,5,64,1,100,0.409,0.297,0.268,0.558,0.9,0.467,0.093,0.547,0.195
MAXPW_EASY_25_040.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.351,0.266,0.274,0.542,0.72,0.471,0.075,0.537,0.228
MAXPW_EASY_25_041.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.346,0.281,0.252,0.522,0.76,0.452,0.122,0.561,0.231
MAXPW_EASY_25_042.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.358,0.266,0.27,0.553,0.91,0.477,0.075,0.537,0.223
MAXPW_EASY_25_043.kp,Set-25-128,MAXPW,easy,25,128,6,64,1,100,0.424,0.344,0.247,0.57,0.71,0.43,0.235,0.618,0.189
MAXPW_EASY_25_044.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.359,0.266,0.273,0.544,0.73,0.446,0.132,0.566,0.223
MAXPW_EASY_25_045.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.351,0.266,0.288,0.604,0.9,0.451,0.126,0.563,0.228
MAXPW_EASY_25_046.kp,Set-25-128,MAXPW,easy,25,128,3,63,1,100,0.457,0.302,0.341,0.516,0.49,0.42,-0.021,0.489,0.178
MAXPW_EASY_25_047.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.392,0.281,0.301,0.544,0.73,0.447,0.124,0.562,0.204
MAXPW_EASY_25_048.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.373,0.297,0.266,0.534,0.64,0.439,0.269,0.635,0.214
MAXPW_EASY_25_049.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.365,0.281,0.287,0.541,0.74,0.447,0.262,0.631,0.219
MAXPW_EASY_25_050.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.369,0.25,0.289,0.533,0.83,0.466,0.251,0.626,0.217
MAXPW_EASY_25_051.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.331,0.25,0.307,0.58,0.92,0.452,0.176,0.588,0.242
MAXPW_EASY_25_052.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.403,0.297,0.286,0.522,0.48,0.428,-0.04,0.48,0.198
MAXPW_EASY_25_053.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.326,0.25,0.281,0.541,0.86,0.46,0.062,0.531,0.246
MAXPW_EASY_25_054.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.318,0.266,0.261,0.556,0.89,0.476,0.087,0.544,0.252
MAXPW_EASY_25_055.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.392,0.266,0.278,0.549,0.71,0.449,0.058,0.529,0.204
MAXPW_EASY_25_056.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.317,0.266,0.264,0.529,0.84,0.462,0.177,0.588,0.252
MAXPW_EASY_25_057.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.328,0.266,0.265,0.62,0.88,0.438,0.239,0.619,0.244
MAXPW_EASY_25_058.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.342,0.266,0.268,0.535,0.67,0.462,0.233,0.616,0.234
MAXPW_EASY_25_059.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.408,0.297,0.271,0.525,0.62,0.453,0.112,0.556,0.196
MAXPW_EASY_25_060.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,99,0.346,0.266,0.25,0.59,0.848,0.433,0.091,0.546,0.231
MAXPW_EASY_25_061.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.326,0.266,0.258,0.56,0.85,0.459,0.155,0.578,0.246
MAXPW_EASY_25_062.kp,Set-25-128,MAXPW,easy,25,128,4,64,1,100,0.332,0.266,0.259,0.533,0.9,0.479,0.249,0.625,0.241
MAXPW_EASY_25_063.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.441,0.328,0.316,0.511,0.32,0.482,-0.004,0.498,0.181
MAXPW_EASY_25_064.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.38,0.266,0.297,0.547,0.82,0.45,0.113,0.556,0.211
MAXPW_EASY_25_065.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.356,0.266,0.248,0.563,0.73,0.449,0.103,0.551,0.225
MAXPW_EASY_25_066.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.328,0.266,0.245,0.589,0.93,0.461,0.155,0.577,0.244
MAXPW_EASY_25_067.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.316,0.266,0.25,0.544,0.54,0.449,0.217,0.608,0.253
MAXPW_EASY_25_068.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.359,0.266,0.286,0.539,0.89,0.475,0.188,0.594,0.223
MAXPW_EASY_25_069.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.355,0.266,0.26,0.554,0.74,0.454,0.148,0.574,0.225
MAXPW_EASY_25_070.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.376,0.266,0.257,0.563,0.78,0.443,0.179,0.59,0.213
MAXPW_EASY_25_071.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.289,0.25,0.244,0.568,0.89,0.461,0.226,0.613,0.276
MAXPW_EASY_25_072.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.271,0.266,0.236,0.524,0.66,0.449,0.347,0.674,0.296
MAXPW_EASY_25_073.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.368,0.266,0.3,0.568,0.92,0.467,0.081,0.541,0.217
MAXPW_EASY_25_074.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.318,0.266,0.223,0.605,0.86,0.438,0.162,0.581,0.252
MAXPW_EASY_25_075.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.328,0.266,0.258,0.562,0.76,0.428,0.136,0.568,0.244
MAXPW_EASY_25_076.kp,Set-25-128,MAXPW,easy,25,128,1,64,2,100,0.399,0.266,0.299,0.569,0.8,0.447,0.12,0.56,0.201
MAXPW_EASY_25_077.kp,Set-25-128,MAXPW,easy,25,128,2,59,1,100,0.413,0.339,0.287,0.552,0.65,0.434,-0.114,0.443,0.21
MAXPW_EASY_25_078.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.333,0.266,0.235,0.596,0.95,0.46,0.303,0.652,0.24
MAXPW_EASY_25_079.kp,Set-25-128,MAXPW,easy,25,128,5,64,1,100,0.323,0.234,0.257,0.573,0.78,0.443,0.309,0.654,0.248
MAXPW_EASY_25_080.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.342,0.266,0.256,0.508,0.54,0.464,0.189,0.595,0.234
MAXPW_EASY_25_081.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.335,0.266,0.273,0.507,0.61,0.449,0.111,0.556,0.239
MAXPW_EASY_25_082.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.319,0.25,0.265,0.522,0.78,0.477,0.173,0.586,0.25
MAXPW_EASY_25_083.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.336,0.266,0.279,0.573,0.9,0.449,0.155,0.577,0.238
MAXPW_EASY_25_084.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.341,0.266,0.285,0.592,0.96,0.471,0.238,0.619,0.235
MAXPW_EASY_25_085.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.347,0.281,0.274,0.604,0.89,0.438,0.047,0.523,0.231
MAXPW_EASY_25_086.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.369,0.281,0.277,0.584,0.78,0.452,0.357,0.679,0.217
MAXPW_EASY_25_087.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.356,0.266,0.255,0.514,0.69,0.454,0.199,0.599,0.225
MAXPW_EASY_25_088.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.461,0.312,0.304,0.549,0.81,0.448,0.128,0.564,0.174
MAXPW_EASY_25_089.kp,Set-25-128,MAXPW,easy,25,128,1,59,1,100,0.334,0.288,0.263,0.593,0.84,0.423,0.064,0.532,0.26
MAXPW_EASY_25_090.kp,Set-25-128,MAXPW,easy,25,128,3,64,1,100,0.372,0.297,0.276,0.54,0.82,0.46,0.213,0.606,0.215
MAXPW_EASY_25_091.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.333,0.266,0.287,0.53,0.7,0.443,0.105,0.552,0.24
MAXPW_EASY_25_092.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.352,0.266,0.267,0.487,0.46,0.429,0.225,0.613,0.227
MAXPW_EASY_25_093.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.378,0.297,0.266,0.533,0.71,0.452,0.129,0.565,0.212
MAXPW_EASY_25_094.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.344,0.266,0.268,0.548,0.72,0.452,0.206,0.603,0.233
MAXPW_EASY_25_095.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.312,0.266,0.254,0.54,0.74,0.474,0.223,0.612,0.256
MAXPW_EASY_25_096.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.402,0.281,0.302,0.585,0.96,0.476,0.282,0.641,0.199
MAXPW_EASY_25_097.kp,Set-25-128,MAXPW,easy,25,128,2,64,1,100,0.342,0.266,0.271,0.562,0.78,0.456,0.19,0.595,0.234
MAXPW_EASY_25_098.kp,Set-25-128,MAXPW,easy,25,128,4,64,1,100,0.356,0.266,0.248,0.546,0.6,0.448,0.071,0.535,0.225
MAXPW_EASY_25_099.kp,Set-25-128,MAXPW,easy,25,128,1,64,1,100,0.289,0.25,0.228,0.612,0.92,0.461,0.207,0.604,0.276
MAXP_EASY_25_000.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.638,0.641,0.29,0.531,0.51,0.317,0.038,0.519,0.125
MAXP_EASY_25_001.kp,Set-25-128,MAXP,easy,25,128,1,64,1,100,0.602,0.703,0.288,0.544,0.49,0.347,-0.002,0.499,0.133
MAXP_EASY_25_002.kp,Set-25-128,MAXP,easy,25,128,1,62,3,100,0.58,0.613,0.283,0.458,0.33,0.335,0.126,0.563,0.142
MAXP_EASY_25_003.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.651,0.781,0.321,0.523,0.49,0.287,-0.362,0.319,0.123
MAXP_EASY_25_004.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.582,0.703,0.358,0.427,0.32,0.297,0.161,0.58,0.137
MAXP_EASY_25_005.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.662,0.719,0.291,0.41,0.32,0.325,0.068,0.534,0.121
MAXP_EASY_25_006.kp,Set-25-128,MAXP,easy,25,128,1,61,3,100,0.573,0.639,0.303,0.564,0.6,0.31,-0.246,0.377,0.146
MAXP_EASY_25_007.kp,Set-25-128,MAXP,easy,25,128,1,63,2,100,0.539,0.651,0.327,0.554,0.52,0.329,0.176,0.588,0.151
MAXP_EASY_25_008.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.671,0.75,0.297,0.508,0.55,0.334,0.265,0.633,0.119
MAXP_EASY_25_009.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.584,0.672,0.353,0.409,0.33,0.317,0.047,0.524,0.137
MAXP_EASY_25_010.kp,Set-25-128,MAXP,easy,25,128,1,64,2,100,0.706,0.844,0.305,0.404,0.31,0.305,0.135,0.568,0.113
MAXP_EASY_25_011.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.63,0.703,0.311,0.424,0.32,0.358,0.12,0.56,0.127
MAXP_EASY_25_012.kp,Set-25-128,MAXP,easy,25,128,1,63,3,100,0.575,0.635,0.279,0.436,0.35,0.328,0.166,0.583,0.141
MAXP_EASY_25_013.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.588,0.594,0.258,0.458,0.4,0.318,0.275,0.638,0.136
MAXP_EASY_25_014.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.626,0.703,0.312,0.512,0.5,0.346,0.041,0.52,0.128
MAXP_EASY_25_015.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.645,0.734,0.313,0.482,0.46,0.316,0.062,0.531,0.124
MAXP_EASY_25_016.kp,Set-25-128,MAXP,easy,25,128,1,62,2,100,0.666,0.774,0.272,0.488,0.46,0.329,-0.342,0.329,0.124
MAXP_EASY_25_017.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.665,0.719,0.288,0.502,0.6,0.324,-0.196,0.402,0.12
MAXP_EASY_25_018.kp,Set-25-128,MAXP,easy,25,128,1,62,3,100,0.639,0.71,0.314,0.516,0.52,0.335,0.061,0.53,0.129
MAXP_EASY_25_019.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.63,0.719,0.308,0.515,0.52,0.335,-0.074,0.463,0.127
MAXP_EASY_25_020.kp,Set-25-128,MAXP,easy,25,128,1,63,1,100,0.594,0.651,0.29,0.455,0.36,0.348,-0.193,0.403,0.137
MAXP_EASY_25_021.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.582,0.641,0.331,0.559,0.57,0.345,0.12,0.56,0.137
MAXP_EASY_25_022.kp,Set-25-128,MAXP,easy,25,128,1,64,1,100,0.663,0.734,0.297,0.465,0.43,0.335,0.064,0.532,0.121
MAXP_EASY_25_023.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.578,0.656,0.313,0.515,0.49,0.322,-0.131,0.434,0.139
MAXP_EASY_25_024.kp,Set-25-128,MAXP,easy,25,128,1,64,1,100,0.594,0.641,0.337,0.434,0.41,0.333,-0.051,0.474,0.135
MAXP_EASY_25_025.kp,Set-25-128,MAXP,easy,25,128,1,64,4,100,0.666,0.656,0.254,0.516,0.47,0.29,-0.064,0.468,0.12
MAXP_EASY_25_026.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.643,0.781,0.317,0.54,0.5,0.309,0.158,0.579,0.124
MAXP_EASY_25_027.kp,Set-25-128,MAXP,easy,25,128,1,63,3,100,0.641,0.667,0.278,0.477,0.39,0.338,-0.163,0.419,0.127
MAXP_EASY_25_028.kp,Set-25-128,MAXP,easy,25,128,3,62,4,100,0.65,0.661,0.288,0.582,0.6,0.322,0.202,0.601,0.127
MAXP_EASY_25_029.kp,Set-25-128,MAXP,easy,25,128,1,60,3,100,0.593,0.683,0.356,0.454,0.41,0.364,-0.188,0.406,0.144
MAXP_EASY_25_030.kp,Set-25-128,MAXP,easy,25,128,1,64,2,100,0.643,0.75,0.366,0.477,0.48,0.34,-0.025,0.487,0.124
MAXP_EASY_25_031.kp,Set-25-128,MAXP,easy,25,128,1,64,4,100,0.567,0.609,0.322,0.485,0.47,0.343,-0.032,0.484,0.141
MAXP_EASY_25_032.kp,Set-25-128,MAXP,easy,25,128,7,64,2,100,0.648,0.594,0.194,0.581,0.65,0.339,-0.147,0.427,0.124
MAXP_EASY_25_033.kp,Set-25-128,MAXP,easy,25,128,1,60,3,100,0.658,0.733,0.281,0.486,0.42,0.342,0.113,0.557,0.13
MAXP_EASY_25_034.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.617,0.656,0.315,0.488,0.46,0.31,0.078,0.539,0.13
MAXP_EASY_25_035.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.66,0.719,0.239,0.463,0.39,0.269,0.068,0.534,0.121
MAXP_EASY_25_036.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.645,0.688,0.284,0.463,0.37,0.296,-0.162,0.419,0.124
MAXP_EASY_25_037.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.644,0.656,0.328,0.416,0.39,0.305,0.084,0.542,0.124
MAXP_EASY_25_038.kp,Set-25-128,MAXP,easy,25,128,1,63,1,100,0.585,0.667,0.317,0.49,0.5,0.329,-0.073,0.463,0.139
MAXP_EASY_25_039.kp,Set-25-128,MAXP,easy,25,128,1,63,3,100,0.596,0.683,0.366,0.446,0.37,0.333,-0.123,0.438,0.136
MAXP_EASY_25_040.kp,Set-25-128,MAXP,easy,25,128,3,64,7,100,0.683,0.656,0.255,0.446,0.35,0.322,-0.208,0.396,0.117
MAXP_EASY_25_041.kp,Set-25-128,MAXP,easy,25,128,2,64,2,100,0.658,0.625,0.252,0.446,0.36,0.332,0.002,0.501,0.122
MAXP_EASY_25_042.kp,Set-25-128,MAXP,easy,25,128,1,64,3,100,0.546,0.594,0.293,0.548,0.67,0.352,0.037,0.518,0.147
